last_name,first_name,employer,billed_amount,payment_amount,invoice_date,last_payment_date,city,state,zip_code
Wisozk,Kendrick,Western Gas & Electric,493.3,935.3,"Tue, 4 May 2010 00:00:00 +0000","Sun, 28 Mar 2010 00:00:00 +0000",Englewood,FL,34223
Champlin,Brenda,Globex Corporation,664.4,908.4,"Sat, 3 Apr 2010 00:00:00 +0000","Sat, 6 Feb 2010 00:00:00 +0000",Miami,FL,33173
Connelly,Janis,Wayne Enterprises,509.3,692.5,"Tue, 13 Jul 2010 00:00:00 +0000","Tue, 22 Jun 2010 00:00:00 +0000",Sanford,FL,32771
Kautzer,Herman,Sombra Corporation,113.9,441.3,"Mon, 18 Oct 2010 00:00:00 +0000","Sun, 1 Aug 2010 00:00:00 +0000",Marianna,FL,32446
Stark,Tara,Western Gas & Electric,518.9,743.4,"Thu, 14 Jan 2010 00:00:00 +0000","Sat, 9 Jan 2010 00:00:00 +0000",Miami,FL,33173
Kovacek,Christa,ZiffCorp,965.0,719.6,"Fri, 15 Jan 2010 00:00:00 +0000","Sat, 2 Jan 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Ortiz,Jerald,123 Warehousing,442.4,570.1,"Wed, 28 Dec 2011 00:00:00 +0000","Sat, 15 May 2010 00:00:00 +0000",Palm Harbor,FL,34684
Purdy,Emmett,Wentworth Industries,934.4,400.5,"Thu, 14 Jan 2010 00:00:00 +0000","Wed, 6 Jan 2010 00:00:00 +0000",Englewood,FL,34223
Kunze,Layla,Globex Corporation,123.0,770.7,"Wed, 28 Mar 2012 00:00:00 +0000","Tue, 19 Apr 2011 00:00:00 +0000",Marianna,FL,32446
Stokes,Kiarra,123 Warehousing,912.2,658.9,"Sun, 12 Dec 2010 00:00:00 +0000","Sun, 30 May 2010 00:00:00 +0000",Jacksonville,FL,32216
Krajcik,Hazel,Bluth Company,158.4,734.8,"Wed, 9 Nov 2011 00:00:00 +0000","Tue, 28 Sep 2010 00:00:00 +0000",Englewood,FL,34223
Schoen,Joy,QWERTY Logistics,76.5,44.1,"Tue, 28 Sep 2010 00:00:00 +0000","Sat, 27 Feb 2010 00:00:00 +0000",Boca Raton,FL,33486
Jenkins,Jasper,Water and Power,15.3,860.2,"Fri, 26 Nov 2010 00:00:00 +0000","Mon, 24 May 2010 00:00:00 +0000",Palm Harbor,FL,34684
Aufderhar,Percy,LexCorp,673.9,836.6,"Tue, 30 Mar 2010 00:00:00 +0000","Wed, 6 Jan 2010 00:00:00 +0000",Tallahassee,FL,32308
Walter,Frankie,Mammoth Pictures,799.7,976.0,"Thu, 12 Aug 2010 00:00:00 +0000","Sun, 17 Jan 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Blick,Yadira,ZiffCorp,143.7,67.4,"Thu, 7 Jul 2011 00:00:00 +0000","Sun, 6 Jun 2010 00:00:00 +0000",Palm Harbor,FL,34684
Senger,Raymond,Praxis Corporation,697.8,146.7,"Fri, 30 Jul 2010 00:00:00 +0000","Thu, 4 Feb 2010 00:00:00 +0000",Fort Myers,FL,33907
Wuckert,Theodore,Globex Corporation,614.7,612.9,"Tue, 2 Nov 2010 00:00:00 +0000","Wed, 1 Sep 2010 00:00:00 +0000",Tampa,FL,33606
Tromp,Shanie,Mooby Corp,243.0,953.4,"Wed, 15 Jun 2011 00:00:00 +0000","Sat, 15 Jan 2011 00:00:00 +0000",Hollywood,FL,33021
Reynolds,Sherwood,Wentworth Industries,234.9,749.6,"Wed, 21 Jul 2010 00:00:00 +0000","Sat, 26 Jun 2010 00:00:00 +0000",Jacksonville,FL,32209
O'Keefe,Zachary,Sombra Corporation,958.7,752.8,"Fri, 17 Sep 2010 00:00:00 +0000","Mon, 9 Aug 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Heaney,Ashleigh,North Central Positronics,760.4,898.9,"Sun, 6 Jun 2010 00:00:00 +0000","Sat, 8 May 2010 00:00:00 +0000",Ft Myers,FL,33901
Parker,Aurelia,Demo Company,814.1,936.1,"Tue, 11 May 2010 00:00:00 +0000","Sun, 21 Mar 2010 00:00:00 +0000",Pensacola,FL,32503
Mann,Muhammad,Wayne Enterprises,666.4,134.0,"Fri, 19 Feb 2010 00:00:00 +0000","Fri, 8 Jan 2010 00:00:00 +0000",Melbourne,FL,32940
Reichel,Adrain,Praxis Corporation,397.2,293.4,"Fri, 22 Oct 2010 00:00:00 +0000","Fri, 28 May 2010 00:00:00 +0000",Englewood,FL,34223
Gusikowski,Schuyler,Fake Brothers,41.4,432.9,"Fri, 11 Jun 2010 00:00:00 +0000","Wed, 26 May 2010 00:00:00 +0000",Hollywood,FL,33021
Hettinger,Clare,Wayne Enterprises,613.6,392.9,"Mon, 15 Aug 2011 00:00:00 +0000","Sat, 27 Mar 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Jewess,Micah,Praxis Corporation,256.7,72.5,"Wed, 17 Feb 2010 00:00:00 +0000","Mon, 15 Feb 2010 00:00:00 +0000",Naples,FL,34110
Langworth,Emmalee,Demo Company,819.0,222.1,"Sun, 13 Jun 2010 00:00:00 +0000","Tue, 16 Mar 2010 00:00:00 +0000",Miai,FL,33173
Gislason,Stanley,North Central Positronics,808.7,631.6,"Tue, 2 Mar 2010 00:00:00 +0000","Fri, 5 Feb 2010 00:00:00 +0000",Boca Raton,FL,33486
Medhurst,Ila,Wayne Enterprises,318.1,743.9,"Sun, 4 Sep 2011 00:00:00 +0000","Tue, 12 Jan 2010 00:00:00 +0000",Boca Raton,FL,33486
Glover,Dameon,Mr. Sparkle,928.7,637.2,"Wed, 16 Feb 2011 00:00:00 +0000","Sun, 30 May 2010 00:00:00 +0000",Pensacola,FL,32503
Gottlieb,Omari,Mammoth Pictures,624.2,249.1,"Fri, 4 Nov 2011 00:00:00 +0000","Sun, 16 Jan 2011 00:00:00 +0000",New Port Richey,FL,34655
Leffler,Allan,Strickland Propane,967.5,950.9,"Mon, 9 May 2011 00:00:00 +0000","Fri, 8 Jan 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Sauer,Elwyn,Globex Corporation,186.5,396.5,"Fri, 23 Dec 2011 00:00:00 +0000","Sat, 13 Aug 2011 00:00:00 +0000",Marianna,FL,32446
Baumbach,Carole,Sombra Corporation,900.1,659.0,"Mon, 8 Nov 2010 00:00:00 +0000","Fri, 19 Mar 2010 00:00:00 +0000",Davie,FL,33331
Hettinger,Bonita,Western Gas & Electric,173.9,442.9,"Tue, 18 Jan 2011 00:00:00 +0000","Wed, 17 Mar 2010 00:00:00 +0000",Jacksonville,FL,32216
Stroman,Angel,Bluth Company,244.7,659.0,"Fri, 15 Oct 2010 00:00:00 +0000","Tue, 12 Oct 2010 00:00:00 +0000",West Palm Beach,FL,33401
Pacocha,Raul,Mr. Sparkle,660.3,697.2,"Tue, 2 Mar 2010 00:00:00 +0000","Mon, 25 Jan 2010 00:00:00 +0000",Jacksonville,FL,32204
Pollich,Naomi,123 Warehousing,435.8,795.8,"Tue, 5 Oct 2010 00:00:00 +0000","Mon, 7 Jun 2010 00:00:00 +0000",Jacksonville,FL,32216
Prohaska,Ophelia,Praxis Corporation,297.0,952.6,"Sun, 26 Dec 2010 00:00:00 +0000","Sat, 26 Jun 2010 00:00:00 +0000",Fort Myers,FL,33907
Strosin,Alexa,Foo Bars,72.1,281.1,"Fri, 29 Jul 2011 00:00:00 +0000","Fri, 5 Feb 2010 00:00:00 +0000",Englewood,FL,34223
Witting,Santos,Mammoth Pictures,936.3,540.8,"Thu, 8 Sep 2011 00:00:00 +0000","Sat, 23 Oct 2010 00:00:00 +0000",Pensacola,FL,32504
Bernier,Yessenia,ZiffCorp,475.5,64.5,"Sun, 5 Jun 2011 00:00:00 +0000","Mon, 4 Jan 2010 00:00:00 +0000",Amelia Island,FL,32034
Labadie,Keara,Mammoth Pictures,651.4,961.5,"Mon, 23 May 2011 00:00:00 +0000","Tue, 22 Jun 2010 00:00:00 +0000",Miai,FL,33173
Pacocha,Hosea,Foo Bars,6.7,110.4,"Sat, 25 Dec 2010 00:00:00 +0000","Tue, 14 Sep 2010 00:00:00 +0000",Amelia Island,FL,32034
Johns,Jacynthe,Praxis Corporation,285.0,395.8,"Sat, 11 Jun 2011 00:00:00 +0000","Fri, 13 Aug 2010 00:00:00 +0000",Palm Harbor,FL,34684
Howell,Kyler,Bluth Company,180.0,497.8,"Tue, 20 Apr 2010 00:00:00 +0000","Mon, 5 Apr 2010 00:00:00 +0000",Jacksonville,FL,32216
Kerluke,Jolie,Acme Corp,104.4,565.1,"Sun, 24 Jan 2010 00:00:00 +0000","Thu, 14 Jan 2010 00:00:00 +0000",Hollywood,FL,33021
Homenick,Pierce,LuthorCorp,537.5,55.0,"Sat, 21 Aug 2010 00:00:00 +0000","Tue, 13 Apr 2010 00:00:00 +0000",Naples,FL,34110
Doyle,Cecelia,Mooby Corp,171.0,340.8,"Mon, 1 Feb 2010 00:00:00 +0000","Fri, 22 Jan 2010 00:00:00 +0000",Orange Park,FL,32073
Bartoletti,Laurence,QWERTY Logistics,279.1,650.5,"Sat, 8 May 2010 00:00:00 +0000","Wed, 27 Jan 2010 00:00:00 +0000",New Port Richey,FL,34655
Ullrich,Blair,North Central Positronics,398.0,660.2,"Wed, 17 Mar 2010 00:00:00 +0000","Tue, 16 Mar 2010 00:00:00 +0000",Boca Raton,FL,33486
Monahan,Magdalena,Omni Consimer Products,484.8,294.6,"Fri, 20 May 2011 00:00:00 +0000","Wed, 13 Oct 2010 00:00:00 +0000",Miami,FL,33173
Stark,Sarai,Widget Corp,530.9,19.9,"Mon, 5 Apr 2010 00:00:00 +0000","Tue, 16 Mar 2010 00:00:00 +0000",Pensacola,FL,32503
Bernhard,Violet,LexCorp,418.6,842.7,"Wed, 3 Mar 2010 00:00:00 +0000","Tue, 26 Jan 2010 00:00:00 +0000",Tampa,FL,33606
Ullrich,Breana,Wentworth Industries,100.3,359.5,"Tue, 13 Dec 2011 00:00:00 +0000","Fri, 19 Mar 2010 00:00:00 +0000",Jacksonville,FL,32216
McCullough,Arnaldo,Mr. Sparkle,36.7,705.9,"Thu, 4 Mar 2010 00:00:00 +0000","Mon, 11 Jan 2010 00:00:00 +0000",Sanford,FL,32771
Sanford,Janelle,Mammoth Pictures,410.3,555.6,"Sun, 26 Jun 2011 00:00:00 +0000","Fri, 8 Oct 2010 00:00:00 +0000",Amelia Island,FL,32034
Collins,Adele,Foo Bars,845.9,89.2,"Wed, 10 Mar 2010 00:00:00 +0000","Sun, 31 Jan 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Bechtelar,Amy,"Sample, inc",743.6,242.5,"Thu, 2 Jun 2011 00:00:00 +0000","Wed, 24 Feb 2010 00:00:00 +0000",Englewood,FL,34223
Bins,Dessie,Praxis Corporation,522.9,468.9,"Sun, 4 Dec 2011 00:00:00 +0000","Fri, 12 Feb 2010 00:00:00 +0000",Palm Harbor,FL,34684
Little,Craig,Foo Bars,389.4,306.5,"Mon, 19 Mar 2012 00:00:00 +0000","Wed, 26 May 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Franecki,Easter,"Acme, inc.",150.0,657.6,"Wed, 24 Aug 2011 00:00:00 +0000","Thu, 19 May 2011 00:00:00 +0000",Davie,FL,33331
Beier,Hollie,Fake Brothers,81.6,525.8,"Tue, 1 Mar 2011 00:00:00 +0000","Tue, 23 Nov 2010 00:00:00 +0000",Ft Myers,FL,33901
Howe,Cordie,Gringotts,255.2,632.9,"Sun, 5 Sep 2010 00:00:00 +0000","Mon, 22 Mar 2010 00:00:00 +0000",Naples,FL,34110
Stark,Woodrow,LexCorp,822.0,760.5,"Tue, 2 Feb 2010 00:00:00 +0000","Tue, 12 Jan 2010 00:00:00 +0000",West Palm Beach,FL,33401
Koss,Leonard,Globex Corporation,984.1,744.8,"Thu, 21 Oct 2010 00:00:00 +0000","Fri, 17 Sep 2010 00:00:00 +0000",West Palm Beach,FL,33401
Frami,Karianne,"Acme, inc.",402.4,71.2,"Mon, 22 Aug 2011 00:00:00 +0000","Thu, 10 Jun 2010 00:00:00 +0000",Palm Harbor,FL,34684
Kuhic,Mustafa,Wentworth Industries,868.8,552.8,"Fri, 17 Feb 2012 00:00:00 +0000","Wed, 28 Apr 2010 00:00:00 +0000",Englewood,FL,34223
Toy,Jovan,Mr. Sparkle,83.4,351.4,"Sat, 13 Nov 2010 00:00:00 +0000","Wed, 28 Jul 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Kautzer,Nora,Sample Company,39.2,870.6,"Mon, 28 Jun 2010 00:00:00 +0000","Mon, 22 Feb 2010 00:00:00 +0000",Melbourne,FL,32940
Deckow,Frederic,Mammoth Pictures,343.5,756.0,"Sun, 14 Nov 2010 00:00:00 +0000","Thu, 14 Jan 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Prosacco,Ena,Sample Company,560.1,845.7,"Tue, 12 Apr 2011 00:00:00 +0000","Mon, 19 Jul 2010 00:00:00 +0000",Pensacola,FL,32504
Hills,Floyd,LuthorCorp,853.2,193.7,"Sun, 31 Jul 2011 00:00:00 +0000","Fri, 18 Feb 2011 00:00:00 +0000",Jacksonville,FL,32216
Rau,Darius,Sample Company,925.3,348.3,"Mon, 7 Feb 2011 00:00:00 +0000","Wed, 13 Jan 2010 00:00:00 +0000",West Palm Beach,FL,33401
O'Conner,Delaney,LuthorCorp,16.5,519.7,"Fri, 14 Jan 2011 00:00:00 +0000","Fri, 1 Jan 2010 00:00:00 +0000",Orange Park,FL,32073
Gibson,Casandra,"Acme, inc.",850.3,893.3,"Mon, 29 Mar 2010 00:00:00 +0000","Mon, 4 Jan 2010 00:00:00 +0000",Hollywood,FL,33021
Balistreri,Cecelia,"Acme, inc.",271.8,713.9,"Tue, 24 Aug 2010 00:00:00 +0000","Wed, 13 Jan 2010 00:00:00 +0000",Amelia Island,FL,32034
Bahringer,Hortense,"Acme, inc.",410.1,351.9,"Sun, 7 Nov 2010 00:00:00 +0000","Sun, 14 Feb 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Gaylord,Courtney,Water and Power,885.5,23.7,"Thu, 9 Sep 2010 00:00:00 +0000","Mon, 26 Jul 2010 00:00:00 +0000",Jacksonville,FL,32216
Waters,Cody,Demo Company,447.5,324.2,"Wed, 22 Sep 2010 00:00:00 +0000","Fri, 12 Feb 2010 00:00:00 +0000",Palm Harbor,FL,34684
Yundt,Brennan,Sample Company,335.7,647.1,"Wed, 11 Jan 2012 00:00:00 +0000","Wed, 28 Dec 2011 00:00:00 +0000",Pensacola,FL,32504
Ondricka,Josiane,Wentworth Industries,770.9,711.3,"Thu, 14 Jul 2011 00:00:00 +0000","Mon, 16 May 2011 00:00:00 +0000",Davie,FL,33331
Predovic,Lilian,North Central Positronics,965.0,518.9,"Wed, 13 Apr 2011 00:00:00 +0000","Sun, 23 May 2010 00:00:00 +0000",Naples,FL,34110
Mayer,Laurie,Wayne Enterprises,823.9,576.8,"Sat, 27 Nov 2010 00:00:00 +0000","Fri, 18 Jun 2010 00:00:00 +0000",Hollywood,FL,33021
Hyatt,Abigayle,Strickland Propane,877.0,986.4,"Sat, 14 Aug 2010 00:00:00 +0000","Sun, 13 Jun 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Zulauf,Lon,Globex Corporation,752.3,199.0,"Sat, 15 Oct 2011 00:00:00 +0000","Thu, 2 Jun 2011 00:00:00 +0000",Tallahassee,FL,32308
Botsford,Guy,Foo Bars,121.6,784.1,"Tue, 10 May 2011 00:00:00 +0000","Sun, 16 May 2010 00:00:00 +0000",Fort Myers,FL,33907
Beatty,Bennett,Sample Company,789.9,246.9,"Fri, 30 Sep 2011 00:00:00 +0000","Mon, 9 Aug 2010 00:00:00 +0000",Miami,FL,33173
Armstrong,Anibal,123 Warehousing,265.7,103.1,"Sat, 28 Aug 2010 00:00:00 +0000","Sat, 15 May 2010 00:00:00 +0000",Hollywood,FL,33021
Sawayn,Jakayla,Strickland Propane,836.9,996.6,"Sun, 1 Apr 2012 00:00:00 +0000","Wed, 27 Oct 2010 00:00:00 +0000",Tallahassee,FL,32308
Hermann,Eugenia,Mammoth Pictures,332.5,603.9,"Mon, 4 Apr 2011 00:00:00 +0000","Mon, 7 Mar 2011 00:00:00 +0000",Tallahassee,FL,32308
Schaefer,Ahmad,QWERTY Logistics,837.9,22.4,"Thu, 7 Oct 2010 00:00:00 +0000","Mon, 8 Mar 2010 00:00:00 +0000",Hollywood,FL,33021
Waelchi,Mathias,Smith and Co.,13.6,948.2,"Sat, 25 Dec 2010 00:00:00 +0000","Wed, 6 Jan 2010 00:00:00 +0000",Davie,FL,33331
Witting,Zackary,Sample Company,88.4,756.0,"Wed, 16 Mar 2011 00:00:00 +0000","Fri, 20 Aug 2010 00:00:00 +0000",Tallahassee,FL,32308
Torphy,Amari,Wayne Enterprises,626.7,31.1,"Sat, 14 May 2011 00:00:00 +0000","Fri, 11 Mar 2011 00:00:00 +0000",Davie,FL,33331
Baumbach,London,Demo Company,241.1,874.0,"Mon, 1 Aug 2011 00:00:00 +0000","Tue, 2 Nov 2010 00:00:00 +0000",Amelia Island,FL,32034
Emmerich,Lauriane,Sample Company,942.2,42.7,"Wed, 11 Jan 2012 00:00:00 +0000","Sun, 13 Jun 2010 00:00:00 +0000",Naples,FL,34110
Schneider,Brittany,Western Gas & Electric,944.4,674.9,"Wed, 28 Sep 2011 00:00:00 +0000","Fri, 13 May 2011 00:00:00 +0000",Miami,FL,33173
Parisian,Nedra,Sample Company,465.6,146.2,"Wed, 27 Jan 2010 00:00:00 +0000","Sat, 23 Jan 2010 00:00:00 +0000",Miami,FL,33173
O'Kon,Elenor,LuthorCorp,642.2,587.9,"Sat, 28 Aug 2010 00:00:00 +0000","Fri, 30 Apr 2010 00:00:00 +0000",Ft Myers,FL,33901
Rice,Destiney,123 Warehousing,293.4,756.3,"Fri, 1 Jul 2011 00:00:00 +0000","Sat, 21 Aug 2010 00:00:00 +0000",Marianna,FL,32446
Ziemann,Minerva,Smith and Co.,953.8,410.0,"Wed, 21 Apr 2010 00:00:00 +0000","Wed, 10 Mar 2010 00:00:00 +0000",Marianna,FL,32446
Upton,Guadalupe,Mooby Corp,442.1,83.5,"Thu, 2 Dec 2010 00:00:00 +0000","Mon, 14 Jun 2010 00:00:00 +0000",Englewood,FL,34223
Feeney,Raphael,Foo Bars,553.2,430.3,"Wed, 9 Jun 2010 00:00:00 +0000","Sun, 16 May 2010 00:00:00 +0000",Jacksonville,FL,32204
Kuhn,Alisha,Praxis Corporation,767.3,983.0,"Wed, 22 Sep 2010 00:00:00 +0000","Thu, 18 Mar 2010 00:00:00 +0000",Hollywood,FL,33021
Yost,Dimitri,ZiffCorp,364.3,486.2,"Thu, 17 Jun 2010 00:00:00 +0000","Thu, 15 Apr 2010 00:00:00 +0000",Pensacola,FL,32504
Monahan,Linnie,Demo Company,503.5,807.2,"Sat, 11 Dec 2010 00:00:00 +0000","Sun, 27 Jun 2010 00:00:00 +0000",Jacksonville,FL,32204
Hermann,Aniya,"Acme, inc.",332.0,876.7,"Wed, 18 Aug 2010 00:00:00 +0000","Sat, 7 Aug 2010 00:00:00 +0000",Boca Raton,FL,33486
Koelpin,Jacklyn,Gringotts,822.5,858.4,"Mon, 16 Jan 2012 00:00:00 +0000","Tue, 5 Jul 2011 00:00:00 +0000",Orange Park,FL,32073
Miller,Jaylin,Acme Corp,928.9,774.9,"Sat, 5 Mar 2011 00:00:00 +0000","Sat, 19 Feb 2011 00:00:00 +0000",Boca Raton,FL,33486
Cassin,Jayden,Mammoth Pictures,318.1,207.6,"Fri, 26 Aug 2011 00:00:00 +0000","Thu, 25 Nov 2010 00:00:00 +0000",Tampa,FL,33606
Bechtelar,Jaren,Foo Bars,804.7,141.4,"Sat, 27 Nov 2010 00:00:00 +0000","Sun, 21 Feb 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Swaniawski,Allen,Demo Company,395.6,278.1,"Mon, 10 Jan 2011 00:00:00 +0000","Fri, 6 Aug 2010 00:00:00 +0000",Miai,FL,33173
Runolfsdottir,Issac,"Acme, inc.",58.0,387.6,"Sat, 8 Jan 2011 00:00:00 +0000","Mon, 27 Dec 2010 00:00:00 +0000",Naples,FL,34110
Berge,Eloy,LuthorCorp,361.1,397.5,"Fri, 9 Dec 2011 00:00:00 +0000","Sun, 23 May 2010 00:00:00 +0000",Orange Park,FL,32073
Rolfson,Malcolm,Wayne Enterprises,506.4,262.7,"Mon, 12 Apr 2010 00:00:00 +0000","Tue, 2 Mar 2010 00:00:00 +0000",Jacksonville,FL,32216
Turcotte,Mabel,Sample Company,951.1,442.4,"Mon, 18 Oct 2010 00:00:00 +0000","Thu, 12 Aug 2010 00:00:00 +0000",Tallahassee,FL,32308
Bode,Lisa,Smith and Co.,458.7,552.0,"Tue, 14 Sep 2010 00:00:00 +0000","Sat, 13 Feb 2010 00:00:00 +0000",Tallahassee,FL,32308
Rohan,Eliza,Smith and Co.,391.0,526.5,"Sat, 16 Jul 2011 00:00:00 +0000","Sun, 17 Apr 2011 00:00:00 +0000",Davie,FL,33331
Lockman,Tressie,North Central Positronics,389.7,652.6,"Tue, 7 Dec 2010 00:00:00 +0000","Wed, 20 Oct 2010 00:00:00 +0000",Tallahassee,FL,32308
Schuppe,Kayla,Sombra Corporation,729.2,971.6,"Sun, 24 Jan 2010 00:00:00 +0000","Fri, 15 Jan 2010 00:00:00 +0000",Tampa,FL,33606
Nolan,Lexi,"Sample, inc",7.5,497.3,"Wed, 1 Feb 2012 00:00:00 +0000","Fri, 23 Sep 2011 00:00:00 +0000",Pensacola,FL,32504
Stoltenberg,Trevor,Foo Bars,288.8,806.1,"Thu, 8 Apr 2010 00:00:00 +0000","Wed, 10 Feb 2010 00:00:00 +0000",West Palm Beach,FL,33401
Howe,Gunnar,Western Gas & Electric,916.1,374.9,"Mon, 22 Mar 2010 00:00:00 +0000","Sun, 10 Jan 2010 00:00:00 +0000",Pensacola,FL,32504
Schiller,Lily,Foo Bars,337.4,451.7,"Tue, 8 Jun 2010 00:00:00 +0000","Sat, 22 May 2010 00:00:00 +0000",Tampa,FL,33606
Haley,Corene,Water and Power,207.8,858.4,"Tue, 2 Nov 2010 00:00:00 +0000","Fri, 26 Mar 2010 00:00:00 +0000",Marianna,FL,32446
Emard,Jovany,Wentworth Industries,305.0,780.8,"Sun, 7 Feb 2010 00:00:00 +0000","Mon, 18 Jan 2010 00:00:00 +0000",Amelia Island,FL,32034
Eichmann,Javonte,QWERTY Logistics,561.4,623.3,"Wed, 10 Feb 2010 00:00:00 +0000","Sat, 30 Jan 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Beatty,Alysson,123 Warehousing,879.1,547.4,"Wed, 20 Apr 2011 00:00:00 +0000","Thu, 3 Mar 2011 00:00:00 +0000",Sanford,FL,32771
Kuhic,Christa,ZiffCorp,559.4,826.1,"Fri, 1 Oct 2010 00:00:00 +0000","Tue, 9 Feb 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Davis,Bonita,Smith and Co.,189.8,690.4,"Mon, 7 Feb 2011 00:00:00 +0000","Tue, 19 Jan 2010 00:00:00 +0000",Aventura,FL,33180
Lebsack,Donato,Mammoth Pictures,412.0,483.0,"Fri, 12 Nov 2010 00:00:00 +0000","Mon, 26 Jul 2010 00:00:00 +0000",Aventura,FL,33180
Goodwin,Sadie,Foo Bars,945.8,949.4,"Tue, 13 Jul 2010 00:00:00 +0000","Fri, 11 Jun 2010 00:00:00 +0000",Tampa,FL,33606
Fay,Anastacio,Acme Corp,629.6,270.6,"Thu, 22 Mar 2012 00:00:00 +0000","Thu, 15 Dec 2011 00:00:00 +0000",Miai,FL,33173
Glover,Jayden,ABC Telecom,676.1,171.3,"Wed, 25 May 2011 00:00:00 +0000","Sat, 13 Mar 2010 00:00:00 +0000",Tampa,FL,33606
McClure,Alfonzo,Widget Corp,728.7,223.2,"Mon, 25 Jan 2010 00:00:00 +0000","Sat, 16 Jan 2010 00:00:00 +0000",West Palm Beach,FL,33401
Tillman,Kylee,North Central Positronics,297.0,320.4,"Sun, 6 Nov 2011 00:00:00 +0000","Sat, 2 Apr 2011 00:00:00 +0000",Tampa,FL,33606
Lubowitz,Eldridge,LuthorCorp,355.7,227.4,"Tue, 25 May 2010 00:00:00 +0000","Sun, 21 Mar 2010 00:00:00 +0000",Aventura,FL,33180
Langworth,Jeanette,Mr. Sparkle,966.6,36.1,"Sat, 20 Mar 2010 00:00:00 +0000","Sun, 17 Jan 2010 00:00:00 +0000",Davie,FL,33331
Goodwin,Alford,LexCorp,633.3,712.1,"Sat, 13 Feb 2010 00:00:00 +0000","Thu, 28 Jan 2010 00:00:00 +0000",Jacksonville,FL,32204
Runolfsson,Connie,Mr. Sparkle,492.7,35.4,"Mon, 22 Feb 2010 00:00:00 +0000","Tue, 26 Jan 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Pagac,Ceasar,Acme Corp,316.2,196.0,"Wed, 1 Jun 2011 00:00:00 +0000","Sun, 18 Apr 2010 00:00:00 +0000",Ft Myers,FL,33901
Stehr,Germaine,Wentworth Industries,354.8,841.4,"Thu, 26 May 2011 00:00:00 +0000","Wed, 13 Oct 2010 00:00:00 +0000",Melbourne,FL,32940
Goyette,Art,Water and Power,294.6,970.8,"Mon, 7 Jun 2010 00:00:00 +0000","Tue, 4 May 2010 00:00:00 +0000",Miai,FL,33173
Hoppe,Willy,LuthorCorp,22.1,49.2,"Wed, 28 Dec 2011 00:00:00 +0000","Sat, 4 Dec 2010 00:00:00 +0000",New Port Richey,FL,34655
Marquardt,Creola,Smith and Co.,380.8,12.3,"Thu, 18 Mar 2010 00:00:00 +0000","Fri, 22 Jan 2010 00:00:00 +0000",Davie,FL,33331
D'Amore,Jarvis,"Sample, inc",791.4,350.6,"Fri, 12 Nov 2010 00:00:00 +0000","Sun, 14 Feb 2010 00:00:00 +0000",Tallahassee,FL,32308
Beatty,German,Gringotts,646.2,56.5,"Mon, 1 Feb 2010 00:00:00 +0000","Mon, 18 Jan 2010 00:00:00 +0000",Englewood,FL,34223
Hamill,Lorena,Mr. Sparkle,569.8,843.1,"Sat, 27 Nov 2010 00:00:00 +0000","Tue, 2 Feb 2010 00:00:00 +0000",Naples,FL,34110
Kreiger,Heidi,Gringotts,943.0,317.0,"Thu, 16 Sep 2010 00:00:00 +0000","Mon, 23 Aug 2010 00:00:00 +0000",Sanford,FL,32771
O'Reilly,Mariane,Praxis Corporation,706.2,698.9,"Wed, 26 Oct 2011 00:00:00 +0000","Sat, 19 Mar 2011 00:00:00 +0000",Orange Park,FL,32073
Prohaska,Athena,Strickland Propane,282.0,454.8,"Thu, 27 May 2010 00:00:00 +0000","Tue, 2 Mar 2010 00:00:00 +0000",Marianna,FL,32446
Kuhic,Liliane,Smith and Co.,68.6,907.1,"Mon, 25 Oct 2010 00:00:00 +0000","Sat, 2 Oct 2010 00:00:00 +0000",Pensacola,FL,32503
Wilkinson,Jayce,Mr. Sparkle,932.3,622.0,"Thu, 13 Oct 2011 00:00:00 +0000","Fri, 9 Sep 2011 00:00:00 +0000",Orange Park,FL,32073
Hodkiewicz,Samson,Smith and Co.,846.2,120.7,"Tue, 21 Sep 2010 00:00:00 +0000","Thu, 4 Mar 2010 00:00:00 +0000",Tampa,FL,33606
Langworth,Mohammad,Omni Consimer Products,239.8,323.7,"Thu, 11 Nov 2010 00:00:00 +0000","Wed, 21 Apr 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Conroy,Korey,Wentworth Industries,959.7,661.4,"Wed, 23 Mar 2011 00:00:00 +0000","Fri, 18 Feb 2011 00:00:00 +0000",Pensacola,FL,32504
